source,title,university,difficulty,subject,price,is_paid,rating,rating_capped_5,popularity,popularity_norm,skills,description,url,num_lectures,start_date,end_date,published_date,text
,Deep Learning with Tensorflow,IBM,Intermediate,machine learning,,,,,,,"Traditional neural networks rely on shallow nets, composed of one input, one hidden layer and one output layer. Deep-learning networks are distinguished from these ordinary neural networks having more hidden layers, or so-called more depth. These kind of nets are capable of discovering hidden structures withinunlabeled and unstructured data (i.e. images, sound, and text), which consitutes the vast majority of data in the world. TensorFlow is one of the best libraries to implement deep learning. TensorFlow is a software library for numerical computation of mathematical expressional, using data flow graphs. Nodes in the graph represent mathematical operations, while the edges represent the multidimensional data arrays (tensors) that flow between them. It was created by Google and tailored for Machine Learning. In fact, it is being widely used to develop solutions with Deep Learning. In this TensorFlow course, you will learn the basic concepts of TensorFlow, the main functions, operations and the execution pipeline. Starting with a simple “Hello Word” example, throughout the course you will be able to see how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions. This concept is then explored in the Deep Learning world. You will learn how to apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained. Finally, the course covers different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders. Data Analysis & Statistics","Much of theworld's data is unstructured. Think images, sound, and textual data. Learn how to apply Deep Learning with TensorFlow to this type of data to solve real-world problems.",https://www.edx.org/course/deep-learning-with-tensorflow,,,,,"Deep Learning with Tensorflow Traditional neural networks rely on shallow nets, composed of one input, one hidden layer and one output layer. Deep-learning networks are distinguished from these ordinary neural networks having more hidden layers, or so-called more depth. These kind of nets are capable of discovering hidden structures withinunlabeled and unstructured data (i.e. images, sound, and text), which consitutes the vast majority of data in the world. TensorFlow is one of the best libraries to implement deep learning. TensorFlow is a software library for numerical computation of mathematical expressional, using data flow graphs. Nodes in the graph represent mathematical operations, while the edges represent the multidimensional data arrays (tensors) that flow between them. It was created by Google and tailored for Machine Learning. In fact, it is being widely used to develop solutions with Deep Learning. In this TensorFlow course, you will learn the basic concepts of TensorFlow, the main functions, operations and the execution pipeline. Starting with a simple “Hello Word” example, throughout the course you will be able to see how TensorFlow can be used in curve fitting, regression, classification and minimization of error functions. This concept is then explored in the Deep Learning world. You will learn how to apply TensorFlow for backpropagation to tune the weights and biases while the Neural Networks are being trained. Finally, the course covers different types of Deep Architectures, such as Convolutional Networks, Recurrent Networks and Autoencoders. Data Analysis & Statistics Much of theworld's data is unstructured. Think images, sound, and textual data. Learn how to apply Deep Learning with TensorFlow to this type of data to solve real-world problems."
,Essential Human Biology: Cells and Tissues,University of Adelaide,Beginner,general,,,,,,,"Are you preparing for a health-related career, or planning to study in the health sciences? Perhaps you're just keen to learn more about the wonders of the human body? Our bodies are amazing but complex biological machines. This course will provide you with an outstanding foundation of knowledge in human anatomy and physiology. You will gain a broad understanding of the relationships between normal structure and function in human cells and tissues, both in health and disease. The properties of the four main types of tissue in the body - epithelial, connective, muscular and nervous - will also be clearly explained. The course employs a variety of engaging learning methods, including short videos, animations, interactive activities and integrated quizzes to guide you through key concepts, and make learning relevant. Medicine",An introduction to the human body's most fundamental building blocks and their behaviours in health and disease.,https://www.edx.org/course/essential-human-biology-cells-and-tissues,,,,,"Essential Human Biology: Cells and Tissues Are you preparing for a health-related career, or planning to study in the health sciences? Perhaps you're just keen to learn more about the wonders of the human body? Our bodies are amazing but complex biological machines. This course will provide you with an outstanding foundation of knowledge in human anatomy and physiology. You will gain a broad understanding of the relationships between normal structure and function in human cells and tissues, both in health and disease. The properties of the four main types of tissue in the body - epithelial, connective, muscular and nervous - will also be clearly explained. The course employs a variety of engaging learning methods, including short videos, animations, interactive activities and integrated quizzes to guide you through key concepts, and make learning relevant. Medicine An introduction to the human body's most fundamental building blocks and their behaviours in health and disease."
,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",Tsinghua University,Intermediate,general,,,,,,,"In this communications course, you will learn how to properly write a paper in English, cite references and give attributions. You will also learn how to choose research topics and write proposals for research funding.It is increasingly important that new scholars and students become familiar with, and abide by the international standard when writing papers, submitting them for publication, dealing with editors, and applying for funding. Above all, knowing how to conduct a clear English presentation is an essential requirement for research papers being accepted.In this course, along with learning best practices for writing a paper, you will also learn about “conventions and protocols” of international academia and the cultural differences between East and West.发表高质量的学术论文和参与国际学术交流已经成为科学研究必不可少的环节及衡量学术成就的重要指标。清晰的英文表达是国际期刊和会议论文被录用的基本要求。论文投稿和修改，与编辑打交道，熟悉并遵守国际学术规则和惯例十分重要。 本课程旨在指导学生如何撰写国际期刊和会议论文，介绍国际学术界的惯例和规则，讨论相关的东西方文化差异，并指导如何正确引用参考文献，尊重他人研究成果，如何参加学术活动如参加学术会议、如何当评审人及如何担任国际期刊编委、国际会议程序委员会委员等学术工作。 本课程简短探讨如何选择研究课题和如何申请科研项目。 Communication","Learn how to properly write a scientific paper, based on international standards, and effectively make a presentation to submit proposals for funding. 表达与交流是拔尖创新科技人才最重要的综合能力。培养英文科技论文写作与学术报告的能力，帮助你打开世界科坛大门，与国际同行平等交流。",https://www.edx.org/course/writing-presenting-and-submitting-scientific-paper,,,,,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告 In this communications course, you will learn how to properly write a paper in English, cite references and give attributions. You will also learn how to choose research topics and write proposals for research funding.It is increasingly important that new scholars and students become familiar with, and abide by the international standard when writing papers, submitting them for publication, dealing with editors, and applying for funding. Above all, knowing how to conduct a clear English presentation is an essential requirement for research papers being accepted.In this course, along with learning best practices for writing a paper, you will also learn about “conventions and protocols” of international academia and the cultural differences between East and West.发表高质量的学术论文和参与国际学术交流已经成为科学研究必不可少的环节及衡量学术成就的重要指标。清晰的英文表达是国际期刊和会议论文被录用的基本要求。论文投稿和修改，与编辑打交道，熟悉并遵守国际学术规则和惯例十分重要。 本课程旨在指导学生如何撰写国际期刊和会议论文，介绍国际学术界的惯例和规则，讨论相关的东西方文化差异，并指导如何正确引用参考文献，尊重他人研究成果，如何参加学术活动如参加学术会议、如何当评审人及如何担任国际期刊编委、国际会议程序委员会委员等学术工作。 本课程简短探讨如何选择研究课题和如何申请科研项目。 Communication Learn how to properly write a scientific paper, based on international standards, and effectively make a presentation to submit proposals for funding. 表达与交流是拔尖创新科技人才最重要的综合能力。培养英文科技论文写作与学术报告的能力，帮助你打开世界科坛大门，与国际同行平等交流。"
,Computing in Python III: Data Structures,The Georgia Institute of Technology,Beginner,programming,,,,,,,"Build on your existing knowledge of conditionals, loops, and functions by studying more about complex Python data structures, including strings, lists, dictionaries, and file input and output. Organized into five chapters, this course starts by covering the basics of data structures, then moves on to these four common data structures in Python: By the end of this course, you'll be able to write even more complex programs in Python that process and persist complex data structures. For example, you'll be able to write an ongoing gradebook application that tracks and updates your average over time, a program to calculate the net force based on several force magnitudes and directions, or a program that can turn a string like this into a StRiNg LiKe tHiS. Structurally, the course is comprised of several parts. Instruction is delivered via a series of short (2-3 minute) videos. In between those videos, you'll complete both multiple choice questions and coding problems to demonstrate your knowledge of the material that was just covered. Computer Science","Learn more complex ways of handling data, including files, lists, and dictionaries for building complex programs.",https://www.edx.org/course/computing-in-python-iii-data-structures,,,,,"Computing in Python III: Data Structures Build on your existing knowledge of conditionals, loops, and functions by studying more about complex Python data structures, including strings, lists, dictionaries, and file input and output. Organized into five chapters, this course starts by covering the basics of data structures, then moves on to these four common data structures in Python: By the end of this course, you'll be able to write even more complex programs in Python that process and persist complex data structures. For example, you'll be able to write an ongoing gradebook application that tracks and updates your average over time, a program to calculate the net force based on several force magnitudes and directions, or a program that can turn a string like this into a StRiNg LiKe tHiS. Structurally, the course is comprised of several parts. Instruction is delivered via a series of short (2-3 minute) videos. In between those videos, you'll complete both multiple choice questions and coding problems to demonstrate your knowledge of the material that was just covered. Computer Science Learn more complex ways of handling data, including files, lists, and dictionaries for building complex programs."
,Introduction to Internet of Things (IoT),Rolls-Royce,Beginner,general,,,,,,,"In under an hour you will learn what IoT is and how it works, what it could mean for your everyday role and examples of how we are using IoT in Rolls-Royce to deliver operational efficiencies and improve the services that we offer to our customers.By the end of this session you will be able to: Data Analysis & Statistics",Introduction to IoT is an interactive introduction to build fundamental knowledge on the concepts and applications of the Internet of Things.,https://www.edx.org/course/introduction-to-the-internet-of-things-3,,,,,"Introduction to Internet of Things (IoT) In under an hour you will learn what IoT is and how it works, what it could mean for your everyday role and examples of how we are using IoT in Rolls-Royce to deliver operational efficiencies and improve the services that we offer to our customers.By the end of this session you will be able to: Data Analysis & Statistics Introduction to IoT is an interactive introduction to build fundamental knowledge on the concepts and applications of the Internet of Things."
,Nutrition and Health: Food Risks,Wageningen University & Research,Beginner,general,,,,,,,"Everyday reports of food scandals and recalls are published. One day it's scary bacteria in meat, and another day it's dangerous pesticides in fruits. According to some, meat needs to be cooked well to prevent food-borne illness while others warn not to heat food to prevent the formation of poisonous substances.Many consumers worry about the conflicting and confusing messages about food hazardsThis nutrition and health course will teach you about the hazards associated with food and give you the tools to assess and quantify the dangers they can present. You will learn the effects of food processing, the shared responsibility in the food chain and the prevention of food poisoning/intoxication. After this course, you will be able to differentiate what is a food myth vs. an actual risk. Finally, you will gain a contemporary view of how different risks can be weighed in a scientific way. Biology & Life Sciences","Learn about bacteria, pesticides and health hazards present in food.",https://www.edx.org/course/nutrition-and-health-food-risks,,,,,"Nutrition and Health: Food Risks Everyday reports of food scandals and recalls are published. One day it's scary bacteria in meat, and another day it's dangerous pesticides in fruits. According to some, meat needs to be cooked well to prevent food-borne illness while others warn not to heat food to prevent the formation of poisonous substances.Many consumers worry about the conflicting and confusing messages about food hazardsThis nutrition and health course will teach you about the hazards associated with food and give you the tools to assess and quantify the dangers they can present. You will learn the effects of food processing, the shared responsibility in the food chain and the prevention of food poisoning/intoxication. After this course, you will be able to differentiate what is a food myth vs. an actual risk. Finally, you will gain a contemporary view of how different risks can be weighed in a scientific way. Biology & Life Sciences Learn about bacteria, pesticides and health hazards present in food."
,Mechanics: Kinematics and Dynamics,Massachusetts Institute of Technology,Intermediate,general,,,,,,,"Mechanics is the study of the physics of motion and how it relates to applied forces. It lays the foundation of understanding the world around us through the how and why of motion.This physics course is the first in a series of four modules that covers calculus-based mechanics. This module reviews kinematics (the geometrical description of motion) in the context of one-dimensional, multi-dimensional, and circular motion. It also reviews Newton's laws of motion and examines their application to a wide variety of cases.The modules are based on material in MIT's Physics I, which is required for all MIT undergraduates, and is being offered as an XSeries on edX. Please visit theBeginner Mechanics XSeries Program Page to learn more and to enroll in all four modules.The course image is a picture of an MIT building with the name Newton prominently displayed. Physics",Learn about kinematics and dynamics in this calculus-based physics course.,https://www.edx.org/course/mechanics-kinematics-and-dynamics,,,,,"Mechanics: Kinematics and Dynamics Mechanics is the study of the physics of motion and how it relates to applied forces. It lays the foundation of understanding the world around us through the how and why of motion.This physics course is the first in a series of four modules that covers calculus-based mechanics. This module reviews kinematics (the geometrical description of motion) in the context of one-dimensional, multi-dimensional, and circular motion. It also reviews Newton's laws of motion and examines their application to a wide variety of cases.The modules are based on material in MIT's Physics I, which is required for all MIT undergraduates, and is being offered as an XSeries on edX. Please visit theBeginner Mechanics XSeries Program Page to learn more and to enroll in all four modules.The course image is a picture of an MIT building with the name Newton prominently displayed. Physics Learn about kinematics and dynamics in this calculus-based physics course."
,Introduction to Data Analytics for Managers,The University of Michigan,Beginner,data science,,,,,,,"Through a combination of lectures, business case studies, and hands-on learning this course provides an introduction to data analytics techniques and their application in business.The case studies explored will illustrate how companies are leveraging different sources of data, including “big data,” with different analytical techniques, to improve performance. You will receive hands-on learning through a free web-based graphical development environment that will allow you to practice using some of these tools themselves. You will also gain an understanding of the many possibilities for applying data science in business, and will be able to consider additional learning opportunities to gain further depth.This course is an excellent resource for managers who see the opportunity to use data analytics in business but do not have the skills and background to engage with data analytics themselves. Business & Management","Explore data science and analyze business data with Microsoft Azure through the use of SQL, machine learning, and other statistical techniques focused on business applications.",https://www.edx.org/course/introduction-to-data-analytics-for-managers,,,,,"Introduction to Data Analytics for Managers Through a combination of lectures, business case studies, and hands-on learning this course provides an introduction to data analytics techniques and their application in business.The case studies explored will illustrate how companies are leveraging different sources of data, including “big data,” with different analytical techniques, to improve performance. You will receive hands-on learning through a free web-based graphical development environment that will allow you to practice using some of these tools themselves. You will also gain an understanding of the many possibilities for applying data science in business, and will be able to consider additional learning opportunities to gain further depth.This course is an excellent resource for managers who see the opportunity to use data analytics in business but do not have the skills and background to engage with data analytics themselves. Business & Management Explore data science and analyze business data with Microsoft Azure through the use of SQL, machine learning, and other statistical techniques focused on business applications."
,Qualitative Research Methods: Conversational Interviewing,Massachusetts Institute of Technology,Intermediate,general,,,,,,,"This short course is adapted from a semester length graduate level coursetaught at MIT covering Qualitative Research Methods. This online course will focus specifically on teaching how to prepare for and conduct a conversational interview for data gathering purposes. We will also discuss the nature of qualitative research as a methodology, how it compares and differs from other forms of research, and how qualitative and quantitative research complement each other in a research project. This isthe first in a multi-part series which will be released over the coming year, which will focus on Conversational Interviewing, Data Analysis, and Constructing Theory.You might have encountered other forms of interview techniques in your studies and training. The form that we are teaching is the preferred method of Professor Silbey's, one that she has used extensively throughout her career. The goal is to construct an interview protocol such that you will be able to guide your interviewee through topics of interest to your study without bringing them up explicitly, in order to explore experiences and accounts without pointing respondents in particular directions. Not sure what an interview protocol is? No problem! You will by the end of the course. Humanities","A short course that will teach you how to prepare for and conduct conversational interviews, that will produce rich qualitative data.",https://www.edx.org/course/qualitative-research-methods-conversational-interv,,,,,"Qualitative Research Methods: Conversational Interviewing This short course is adapted from a semester length graduate level coursetaught at MIT covering Qualitative Research Methods. This online course will focus specifically on teaching how to prepare for and conduct a conversational interview for data gathering purposes. We will also discuss the nature of qualitative research as a methodology, how it compares and differs from other forms of research, and how qualitative and quantitative research complement each other in a research project. This isthe first in a multi-part series which will be released over the coming year, which will focus on Conversational Interviewing, Data Analysis, and Constructing Theory.You might have encountered other forms of interview techniques in your studies and training. The form that we are teaching is the preferred method of Professor Silbey's, one that she has used extensively throughout her career. The goal is to construct an interview protocol such that you will be able to guide your interviewee through topics of interest to your study without bringing them up explicitly, in order to explore experiences and accounts without pointing respondents in particular directions. Not sure what an interview protocol is? No problem! You will by the end of the course. Humanities A short course that will teach you how to prepare for and conduct conversational interviews, that will produce rich qualitative data."
,International Project Management,Rochester Institute of Technology,Advanced,business,,,,,,,"Managing global projects presents unique challenges. This course addresses the knowledge, skills and behaviors required to successfully manage projects that span organizations, national boundaries and cultural differences.In this course we will explore the impact on project management of culture, language variations, religious, regulatory and legal practices, technology penetration, temporal orientation, gender issues, corruption, ethics, personal liberty and political contexts. We learn how to meet global projects challenges through efficient use of practices and technology. The course will utilize available case studies and examples from companies to help students sharpen the skills needed to recognize and foster a successful international project environment.First, you will learn how culture affects how teams perceive each other, lead, solve problems and execute tasks. Although the world is increasingly connected, the people behind the projects have biases, expectations and a perception of life that impacts all decisions.Second, you will learn how to effectively manage global teams including how to build trust and collaboration across various cultures, time zones and technological settings. You will learn how to design communication channels and project structures effectively in a global project environment.Third, you will become familiar with the issues underlying the problem of corruption, which is the abuse of trusted power for private gain. Reducing the risk of corruption strengthens a company's reputation, builds the respect of employees and raises credibility with key stakeholders.Finally, you will learn how the adoption of collaboration tools can enhance the global project experience.This course is part of the RIT Project Management MicroMasters Program that is designed to teach how to successfully deliver projects in an international environment. In order to qualify for the MicroMasters Credential, you will need to earn a verified certificate in each of the three courses as well as pass a capstone exam. Business & Management",Learn what makes global projects uniquely challenging and how to successfully manage projects based in different industries and countries.,https://www.edx.org/course/international-project-management,,,,,"International Project Management Managing global projects presents unique challenges. This course addresses the knowledge, skills and behaviors required to successfully manage projects that span organizations, national boundaries and cultural differences.In this course we will explore the impact on project management of culture, language variations, religious, regulatory and legal practices, technology penetration, temporal orientation, gender issues, corruption, ethics, personal liberty and political contexts. We learn how to meet global projects challenges through efficient use of practices and technology. The course will utilize available case studies and examples from companies to help students sharpen the skills needed to recognize and foster a successful international project environment.First, you will learn how culture affects how teams perceive each other, lead, solve problems and execute tasks. Although the world is increasingly connected, the people behind the projects have biases, expectations and a perception of life that impacts all decisions.Second, you will learn how to effectively manage global teams including how to build trust and collaboration across various cultures, time zones and technological settings. You will learn how to design communication channels and project structures effectively in a global project environment.Third, you will become familiar with the issues underlying the problem of corruption, which is the abuse of trusted power for private gain. Reducing the risk of corruption strengthens a company's reputation, builds the respect of employees and raises credibility with key stakeholders.Finally, you will learn how the adoption of collaboration tools can enhance the global project experience.This course is part of the RIT Project Management MicroMasters Program that is designed to teach how to successfully deliver projects in an international environment. In order to qualify for the MicroMasters Credential, you will need to earn a verified certificate in each of the three courses as well as pass a capstone exam. Business & Management Learn what makes global projects uniquely challenging and how to successfully manage projects based in different industries and countries."
,Software Development Fundamentals,University of Pennsylvania,Intermediate,general,,,,,,,"Software developers are in high demand in the current job market, and computer programming is a prerequisite skill for success in this field.Start your journey toward becoming a professional software developer by learning Java, one of the industry’s most commonly used programming languages.This course, part of the CS Essentials for Software Development Professional Certificate program, will quickly cover Java syntax and keywords and then explore features of object-oriented programming including encapsulation, inheritance, and polymorphism. You will learn how to apply these concepts to programmatic problem solving by investigating class modeling techniques and relationships such as aggregation, realization, and generalization.In addition to programming, you will learn about software testing techniques that help us find problems in our code, and you will use modern development environments and tools for tasks like debugging and unit testing. We will introduce Eclipse, the eclipse debugger and Junit (a unit testing framework).After completing this course, you will be able to design, develop, and test large applications in Java and understand and apply core principles of professional software development. Computer Science","Learn the fundamentals of object-oriented programming in Java, as well as best practices of modern software development.",https://www.edx.org/course/software-development-fundamentals,,,,,"Software Development Fundamentals Software developers are in high demand in the current job market, and computer programming is a prerequisite skill for success in this field.Start your journey toward becoming a professional software developer by learning Java, one of the industry’s most commonly used programming languages.This course, part of the CS Essentials for Software Development Professional Certificate program, will quickly cover Java syntax and keywords and then explore features of object-oriented programming including encapsulation, inheritance, and polymorphism. You will learn how to apply these concepts to programmatic problem solving by investigating class modeling techniques and relationships such as aggregation, realization, and generalization.In addition to programming, you will learn about software testing techniques that help us find problems in our code, and you will use modern development environments and tools for tasks like debugging and unit testing. We will introduce Eclipse, the eclipse debugger and Junit (a unit testing framework).After completing this course, you will be able to design, develop, and test large applications in Java and understand and apply core principles of professional software development. Computer Science Learn the fundamentals of object-oriented programming in Java, as well as best practices of modern software development."
,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",Harvard University,Beginner,general,,,,,,,"Igor Stravinsky’s The Rite of Spring premiered in Paris in 1913, sparking a riot and screaming so loud that the dancers could not hear the orchestra, and the choreographer had to shout numbers from backstage to keep the dancers on beat.The Rite of Spring continues to challenge listeners. According to Stravinsky, The Rite of Spring was intended to portray “the surge of spring, the magnificent upsurge of nature reborn.” As you will see, Stravinsky’s description is almost frighteningly apt!Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through The Rite of Spring , highlighting not only the contributions of Stravinsky, the composer, but also those of his collaborators. Professor Kelly takes learners through the ballet’s development, rehearsals, and finally, premiere performance, and he explores just how and why The Rite of Spring challenged (and to a certain extent, continues to challenge) its listeners.You will learn about the ballet’s innovative choreography, the basics of 20th-century orchestral form and technique, and the circumstances of this ballet’s first performance and subsequent history. Learners in this course need not have any prior musical experience. Humanities","Learn the fascinating history of Igor Stravinsky’s The Rite of Spring , one of the most challenging and rewarding ballets ever written.",https://www.edx.org/course/stravinskys-rite-of-spring-modernism-ballet-and-ri,,,,,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots Igor Stravinsky’s The Rite of Spring premiered in Paris in 1913, sparking a riot and screaming so loud that the dancers could not hear the orchestra, and the choreographer had to shout numbers from backstage to keep the dancers on beat.The Rite of Spring continues to challenge listeners. According to Stravinsky, The Rite of Spring was intended to portray “the surge of spring, the magnificent upsurge of nature reborn.” As you will see, Stravinsky’s description is almost frighteningly apt!Harvard’s Thomas Forrest Kelly (Morton B. Knafel Professor of Music) guides learners through The Rite of Spring , highlighting not only the contributions of Stravinsky, the composer, but also those of his collaborators. Professor Kelly takes learners through the ballet’s development, rehearsals, and finally, premiere performance, and he explores just how and why The Rite of Spring challenged (and to a certain extent, continues to challenge) its listeners.You will learn about the ballet’s innovative choreography, the basics of 20th-century orchestral form and technique, and the circumstances of this ballet’s first performance and subsequent history. Learners in this course need not have any prior musical experience. Humanities Learn the fascinating history of Igor Stravinsky’s The Rite of Spring , one of the most challenging and rewarding ballets ever written."
,Critical Thinking & Problem Solving,Rochester Institute of Technology,Beginner,general,,,,,,,"In today's business environment, organizations have identified critical thinking and problem-solving as skills that are integral to an employee's--and their organization's--success.The most successful professionals can assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario.This course, part of the Leadership Essentials Professional Certificate program, will demystify, discuss, and provide application techniques for critical thinking and problem-solving in a business context. Learners will draw connections to their work experience by analyzing and critiquing case studies. Best practices for problem-solving will be discussed and illustrated including how to weigh alternative solutions, incorporate feedback from stakeholders, and how and when to start over. Communication","The most successful professionals are able to assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario.",https://www.edx.org/course/critical-thinking-problem-solving-3,,,,,"Critical Thinking & Problem Solving In today's business environment, organizations have identified critical thinking and problem-solving as skills that are integral to an employee's--and their organization's--success.The most successful professionals can assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario.This course, part of the Leadership Essentials Professional Certificate program, will demystify, discuss, and provide application techniques for critical thinking and problem-solving in a business context. Learners will draw connections to their work experience by analyzing and critiquing case studies. Best practices for problem-solving will be discussed and illustrated including how to weigh alternative solutions, incorporate feedback from stakeholders, and how and when to start over. Communication The most successful professionals are able to assess the environment, analyze a situation, design a solution, and ultimately win in a competitive scenario."
,Data Analysis Essentials,Imperial College Business School-Imperial College London,Beginner,data science,,,,,,,"Want to study for an MBA but unsure of the basic data analysis still required? This online course prepares you for studying in an MBA program and in business generally.Data analysis appears throughout any rigorous MBA program and in today’s business environment understanding the fundamentals of collecting, presenting, describing and making inferences from data sets is essential for success.The goal of this course is to teach you fundamental data analysis skills so you are prepared for your MBA study and able to focus your efforts on core MBA curriculum, rather than continually playing catch-up with the underlying statistical knowledge needed.We also hope that learning these data analysis skills will equip you with the ability to understand, to a greater degree, the data you encounter in your working lives and in the world around you - an essential life-skill in today’s data driven environmentThis course assumes no prior knowledge of data analysis. Concepts are explained as clearly as possible and regular activities give you the opportunity to practice your skills and improve your confidence. Business & Management","Discover and acquire the quantitative data analysis skills that you will typically need to succeed on an MBA program. This course will cover the fundamentals of collecting, presenting, describing and making inferences from sets of data.",https://www.edx.org/course/data-analysis-essentials,,,,,"Data Analysis Essentials Want to study for an MBA but unsure of the basic data analysis still required? This online course prepares you for studying in an MBA program and in business generally.Data analysis appears throughout any rigorous MBA program and in today’s business environment understanding the fundamentals of collecting, presenting, describing and making inferences from data sets is essential for success.The goal of this course is to teach you fundamental data analysis skills so you are prepared for your MBA study and able to focus your efforts on core MBA curriculum, rather than continually playing catch-up with the underlying statistical knowledge needed.We also hope that learning these data analysis skills will equip you with the ability to understand, to a greater degree, the data you encounter in your working lives and in the world around you - an essential life-skill in today’s data driven environmentThis course assumes no prior knowledge of data analysis. Concepts are explained as clearly as possible and regular activities give you the opportunity to practice your skills and improve your confidence. Business & Management Discover and acquire the quantitative data analysis skills that you will typically need to succeed on an MBA program. This course will cover the fundamentals of collecting, presenting, describing and making inferences from sets of data."
,Work and Employment for a Sustainable Future,SDG Academy,Intermediate,general,,,,,,,"National economies have grown substantially since the Industrial Revolution of the 19th century yet people have not necessarily seen an increase in opportunities to find decent work or earn a decent income. In fact, in some places, the increased productivity and rising profits associated with automation have directly impacted the availability of decent jobs. According to the International Labour Organization, more than 204 million people were unemployed in 2015, and more than 600 million new jobs are needed by 2030 just to keep pace with the growth of the working-age population. We also need to improve working conditions for the 780 million women and men who are employed but not earning enough to lift themselves and their families out of poverty. In addressing these core issues we will not only see increasing decent work opportunities but also more robust, inclusive and poverty-reducing growth.This course explores the past and future of work in the context of the SDGs, particularly SDG 8: Decent Work and Economic Growth. It examines the state of income and employment around the world, barriers to employment, policies to promote economic opportunity, and the future of work in our rapidly changing world. Encouraging entrepreneurship and job creation are key to achieving the SDGs, as are effective measures to eradicate forced labour, slavery and human trafficking. With these targets in mind, the world can achieve full and productive employment and decent work, for all women and men, by 2030.This seven-module massive open online course (MOOC) provides an in-depth look at the issues of inclusive and sustainable economic growth, full and productive employment, and decent work for all. The topics covered include structural shifts in economies and work; informality, gender and child labor, the modern welfare state; the future of work, and more. The course concludes with a special module by the ILO on realizing decent work for all and achieving SDG 8.This course is for:Policy professionals who want to understand frameworks for SDG planningDevelopment practitioners seeking knowledge on goals-based developmentAdvanced undergraduates and graduate students interested in economics, development, and other key concepts related to the SDGsModule 1: Decent Work for Sustainable DevelopmentModule 2: Transitions in Employment and WorkModule 3: Challenges of Work: Informality, Gender and Child LaborModule 4: Current Policy ResponsesModule 5: Structural and Institutional Models for the Future of WorkModule 6: Future of Jobs and WorkModule 7: Special Module in Partnership with the ILO: Achieving SDG 8 and Realizing Decent Work for All Economics & Finance","We are living in a financially fragile world. There is economic growth, but not enough opportunities to find decent work. Globally, more than 200 million people are still unemployed, but there has been progress in standards of labour and work. This is not sustainable. Learn from experts from the International Labour Organization, Harvard University, and more about the state of work in our world, and what it will take to ensure steady, inclusive and sustainable economic development for all.",https://www.edx.org/course/work-and-employment-for-a-sustainable-future,,,,,"Work and Employment for a Sustainable Future National economies have grown substantially since the Industrial Revolution of the 19th century yet people have not necessarily seen an increase in opportunities to find decent work or earn a decent income. In fact, in some places, the increased productivity and rising profits associated with automation have directly impacted the availability of decent jobs. According to the International Labour Organization, more than 204 million people were unemployed in 2015, and more than 600 million new jobs are needed by 2030 just to keep pace with the growth of the working-age population. We also need to improve working conditions for the 780 million women and men who are employed but not earning enough to lift themselves and their families out of poverty. In addressing these core issues we will not only see increasing decent work opportunities but also more robust, inclusive and poverty-reducing growth.This course explores the past and future of work in the context of the SDGs, particularly SDG 8: Decent Work and Economic Growth. It examines the state of income and employment around the world, barriers to employment, policies to promote economic opportunity, and the future of work in our rapidly changing world. Encouraging entrepreneurship and job creation are key to achieving the SDGs, as are effective measures to eradicate forced labour, slavery and human trafficking. With these targets in mind, the world can achieve full and productive employment and decent work, for all women and men, by 2030.This seven-module massive open online course (MOOC) provides an in-depth look at the issues of inclusive and sustainable economic growth, full and productive employment, and decent work for all. The topics covered include structural shifts in economies and work; informality, gender and child labor, the modern welfare state; the future of work, and more. The course concludes with a special module by the ILO on realizing decent work for all and achieving SDG 8.This course is for:Policy professionals who want to understand frameworks for SDG planningDevelopment practitioners seeking knowledge on goals-based developmentAdvanced undergraduates and graduate students interested in economics, development, and other key concepts related to the SDGsModule 1: Decent Work for Sustainable DevelopmentModule 2: Transitions in Employment and WorkModule 3: Challenges of Work: Informality, Gender and Child LaborModule 4: Current Policy ResponsesModule 5: Structural and Institutional Models for the Future of WorkModule 6: Future of Jobs and WorkModule 7: Special Module in Partnership with the ILO: Achieving SDG 8 and Realizing Decent Work for All Economics & Finance We are living in a financially fragile world. There is economic growth, but not enough opportunities to find decent work. Globally, more than 200 million people are still unemployed, but there has been progress in standards of labour and work. This is not sustainable. Learn from experts from the International Labour Organization, Harvard University, and more about the state of work in our world, and what it will take to ensure steady, inclusive and sustainable economic development for all."
